PHASE,ID,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,LONGDISTANCE,INTERNATIONAL,LOCAL,DROPPED,PAYMETHOD,LOCALBILLTYPE,LONGDISTANCEBILLTYPE,USAGE,RATEPLAN,CHURN
Adult,1840,M,M,1,+0075799.90000000,N,+0000046.38000000,+00022.,+00007.,+00064.,0,CC,FreeLocal,Intnl_discount,+00094.,2,T
Adult,1844,F,S,0,+0005185.31000000,N,+0000062.05333300,+00016.,+00005.,+00030.,0,CC,FreeLocal,Intnl_discount,+00052.,1,T
Adult,1846,F,S,0,+0037000.00000000,N,+0000022.43333300,+00022.,+00008.,+00075.,0,CH,Budget,Intnl_discount,+00106.,4,T
Adult,1848,F,M,2,+0080087.70000000,N,+0000041.92000000,+00008.,+00000.,+00022.,0,CC,FreeLocal,Standard,+00031.,4,F
Adult,1851,F,S,2,+0011251.10000000,Y,+0000047.00000000,+00028.,+00000.,+00113.,0,CC,FreeLocal,Standard,+00141.,4,T
Adult,1853,M,M,1,+0070908.70000000,N,+0000049.62000000,+00007.,+00004.,+00043.,0,CC,FreeLocal,Standard,+00055.,1,T
Adult,1854,M,S,0,+0094928.30000000,N,+0000040.18000000,+00014.,+00005.,+00073.,0,CH,FreeLocal,Standard,+00093.,1,T
Adult,1862,M,M,0,+0069000.00000000,Y,+0000052.26666700,+00029.,+00000.,+00062.,0,CH,Budget,Standard,+00092.,3,T
Adult,1865,F,M,1,+0056722.80000000,N,+0000060.59333300,+00017.,+00006.,+00051.,0,CC,FreeLocal,Standard,+00074.,4,T
Adult,1870,M,M,1,+0080000.00000000,Y,+0000053.21333300,+00015.,+00000.,+00025.,0,CC,FreeLocal,Standard,+00040.,3,T
Adult,1871,F,M,2,+0008032.16000000,N,+0000045.66666700,+00029.,+00000.,+00059.,0,CC,FreeLocal,Standard,+00088.,1,F
Adult,1879,F,M,2,+0048322.50000000,Y,+0000049.33333300,+00006.,+00000.,+00043.,0,CC,FreeLocal,Standard,+00050.,1,F
Adult,1882,F,M,2,+0081913.80000000,Y,+0000049.66000000,+00006.,+00000.,+00046.,0,CC,FreeLocal,Standard,+00053.,3,F
Adult,1886,F,M,2,+0069486.80000000,N,+0000030.94666700,+00007.,+00000.,+00009.,1,CC,Budget,Standard,+00017.,2,F
Adult,1887,F,M,2,+0024482.80000000,N,+0000033.53333300,+00000.,+00000.,+00002.,0,CH,Budget,Intnl_discount,+00002.,3,F
Adult,1891,F,S,2,+0008392.14000000,Y,+0000036.68000000,+00025.,+00007.,+00054.,0,CH,Budget,Intnl_discount,+00087.,1,T
Adult,1894,F,M,2,+0047010.10000000,N,+0000057.40666700,+00002.,+00000.,+00164.,0,CC,Budget,Intnl_discount,+00167.,1,F
Adult,1906,F,M,2,+0002185.60000000,N,+0000052.51333300,+00007.,+00000.,+00020.,1,CH,Budget,Standard,+00028.,4,F
Adult,1908,M,M,1,+0076511.30000000,N,+0000062.08000000,+00021.,+00003.,+00017.,0,CC,FreeLocal,Standard,+00042.,2,T
Adult,1911,F,M,2,+0011234.70000000,Y,+0000049.04666700,+00000.,+00000.,+00112.,0,CC,Budget,Standard,+00113.,4,F
Adult,1924,F,M,1,+0082931.30000000,N,+0000064.64000000,+00019.,+00000.,+00118.,0,Auto,FreeLocal,Standard,+00137.,3,F
Adult,1928,F,M,2,+0028267.00000000,N,+0000030.09333300,+00021.,+00000.,+00192.,0,CC,FreeLocal,Standard,+00214.,4,F
Adult,1930,F,M,2,+0036725.10000000,N,+0000055.79333300,+00008.,+00009.,+00077.,0,CH,Budget,Standard,+00094.,4,F
Adult,1940,F,S,1,+0012374.90000000,Y,+0000033.49333300,+00017.,+00000.,+00106.,0,Auto,FreeLocal,Standard,+00123.,4,T
Adult,1941,F,M,2,+0069133.90000000,Y,+0000026.83333300,+00008.,+00000.,+00037.,0,CH,FreeLocal,Standard,+00046.,1,T
Adult,1943,F,M,2,+0084948.00000000,Y,+0000029.44666700,+00011.,+00000.,+00012.,0,CH,FreeLocal,Intnl_discount,+00023.,1,F
Adult,1944,F,M,2,+0030998.80000000,N,+0000040.96000000,+00002.,+00000.,+00050.,0,Auto,Budget,Standard,+00052.,3,F
Adult,1957,M,M,0,+0060101.10000000,Y,+0000063.76666700,+00027.,+00006.,+00124.,2,CH,FreeLocal,Standard,+00157.,4,T
Adult,1959,F,M,1,+0013829.40000000,N,+0000019.00000000,+00042.,+00000.,+00160.,0,CC,FreeLocal,Standard,+00176.,2,T
Child,1962,F,M,2,+0088427.00000000,N,+0000013.86000000,+00022.,+00004.,+00043.,0,CC,Budget,Standard,+00069.,3,F
Adult,1963,F,M,2,+0098003.70000000,Y,+0000026.27333300,+00001.,+00000.,+00083.,0,CC,FreeLocal,Intnl_discount,+00084.,4,F
Adult,1967,F,S,0,+0030000.00000000,N,+0000023.00000000,+00045.,+00000.,+00262.,0,CC,Budget,Standard,+00265.,1,T
Adult,1974,M,M,1,+0066931.90000000,N,+0000063.93333300,+00011.,+00000.,+00005.,0,CC,Budget,Standard,+00017.,4,T
Adult,1975,M,M,2,+0009309.57000000,Y,+0000025.44000000,+00008.,+00000.,+00099.,0,CC,FreeLocal,Standard,+00108.,3,F
Adult,1976,F,M,1,+0014085.50000000,N,+0000024.00000000,+00029.,+00000.,+00026.,0,Auto,FreeLocal,Intnl_discount,+00048.,2,T
Adult,1979,F,S,2,+0039000.00000000,N,+0000022.00000000,+00028.,+00000.,+00035.,0,Auto,Budget,Standard,+00041.,1,T
Adult,1996,F,M,2,+0041876.60000000,Y,+0000044.09333300,+00006.,+00000.,+00132.,0,CC,FreeLocal,Standard,+00139.,3,F
Adult,1997,M,M,0,+0096223.40000000,Y,+0000064.76000000,+00011.,+00000.,+00005.,0,CC,FreeLocal,Standard,+00018.,1,T
Adult,1998,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,1,T
Adult,2000,M,M,1,+0092148.50000000,Y,+0000030.00000000,+00007.,+00000.,+00100.,0,CC,Budget,Intnl_discount,+00113.,2,F
Adult,2004,M,S,0,+0084479.20000000,N,+0000039.00000000,+00002.,+00000.,+00043.,0,CC,FreeLocal,Standard,+00056.,2,F
Adult,2005,F,M,2,+0064977.40000000,N,+0000038.19333300,+00028.,+00000.,+00017.,0,CC,FreeLocal,Standard,+00045.,3,F
Adult,2007,M,M,2,+0090103.70000000,N,+0000034.94666700,+00012.,+00008.,+00045.,0,CC,Budget,Intnl_discount,+00066.,2,F
Adult,2010,M,S,1,+0084978.10000000,N,+0000021.64000000,+00005.,+00007.,+00076.,0,CH,FreeLocal,Intnl_discount,+00088.,1,T
Adult,2011,F,M,2,+0036647.90000000,N,+0000049.98666700,+00021.,+00000.,+00085.,0,CC,Budget,Intnl_discount,+00107.,4,F
Adult,2012,F,S,0,+0064319.20000000,N,+0000041.22666700,+00003.,+00000.,+00037.,0,CH,Budget,Intnl_discount,+00040.,1,T
Adult,2015,F,M,2,+0016962.20000000,N,+0000045.36000000,+00018.,+00000.,+00008.,0,CC,Budget,Standard,+00027.,2,F
Adult,2017,M,M,2,+0010708.30000000,N,+0000026.02666700,+00020.,+00004.,+00117.,0,CH,Budget,Intnl_discount,+00142.,4,F
Adult,2020,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,4,T
Adult,2027,F,M,0,+0055221.00000000,N,+0000061.00000000,+00000.,+00000.,+00015.,0,CC,FreeLocal,Standard,+00015.,1,F
Adult,2028,F,M,1,+0008073.11000000,N,+0000055.00000000,+00028.,+00000.,+00060.,0,Auto,FreeLocal,Standard,+00089.,4,F
Child,2030,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,2,T
Adult,2032,M,S,1,+0031952.00000000,N,+0000034.26666700,+00000.,+00000.,+00004.,2,CC,Budget,Standard,+00004.,2,F
Adult,2034,F,S,0,+0042760.50000000,N,+0000052.00000000,+00013.,+00000.,+00040.,0,CC,Budget,Standard,+00053.,1,F
Adult,2036,F,M,0,+0027371.80000000,Y,+0000043.00000000,+00016.,+00000.,+00126.,0,CC,FreeLocal,Standard,+00142.,2,F
Adult,2040,M,M,1,+0071472.90000000,N,+0000041.91333300,+00016.,+00000.,+00114.,0,CH,Budget,Standard,+00130.,2,T
Adult,2041,F,M,0,+0095405.70000000,N,+0000055.00000000,+00007.,+00000.,+00006.,0,CC,Budget,Standard,+00013.,1,F
Adult,2042,F,S,0,+0095786.80000000,Y,+0000052.00000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00108.,4,F
Adult,2046,F,M,2,+0056187.00000000,N,+0000046.00000000,+00008.,+00000.,+00013.,0,CH,Budget,Standard,+00021.,2,F
Adult,2050,F,S,1,+0035089.00000000,N,+0000024.39333300,+00023.,+00000.,+00206.,0,CC,Budget,Intnl_discount,+00229.,4,T
Adult,2056,M,M,2,+0053010.80000000,N,+0000018.84000000,+00012.,+00000.,+00046.,4,CC,FreeLocal,Standard,+00058.,2,F
Adult,2057,M,M,1,+0075004.50000000,N,+0000064.80000000,+00026.,+00000.,+00032.,0,CC,Budget,Intnl_discount,+00058.,2,F
Adult,2060,M,M,0,+0019749.30000000,N,+0000060.36666700,+00020.,+00000.,+00013.,0,CC,Budget,Standard,+00034.,1,F
Adult,2084,M,S,2,+0021021.60000000,Y,+0000062.75333300,+00003.,+00000.,+00011.,0,CC,Budget,Standard,+00014.,2,F
Adult,2090,M,M,1,+0013091.60000000,N,+0000059.12666700,+00022.,+00000.,+00020.,0,CC,Budget,Intnl_discount,+00043.,1,F
Adult,2094,F,M,1,+0020550.90000000,Y,+0000022.12000000,+00027.,+00000.,+00057.,0,CC,Budget,Standard,+00085.,3,T
Adult,2097,M,M,2,+0001765.41000000,N,+0000018.76666700,+00003.,+00000.,+00044.,0,CC,FreeLocal,Standard,+00047.,1,F
Adult,2101,M,M,0,+0047870.80000000,Y,+0000027.26000000,+00000.,+00001.,+00012.,0,CC,FreeLocal,Standard,+00013.,2,F
Child,2106,M,M,1,+0005252.29000000,N,+0000016.33333300,+00002.,+00000.,+00017.,1,Auto,Budget,Standard,+00019.,2,F
Adult,2114,F,S,0,+0073228.30000000,N,+0000052.64666700,+00022.,+00000.,+00028.,0,Auto,Budget,Standard,+00050.,2,F
Adult,2122,M,M,2,+0049910.70000000,Y,+0000051.52000000,+00027.,+00000.,+00023.,0,CC,Budget,Standard,+00051.,1,F
Adult,2123,M,M,1,+0076161.40000000,Y,+0000044.57333300,+00011.,+00000.,+00025.,0,CC,FreeLocal,Standard,+00037.,3,T
Child,2124,F,M,2,+0055860.00000000,Y,+0000014.57333300,+00016.,+00000.,+00010.,0,CC,FreeLocal,Intnl_discount,+00026.,4,F
Adult,2134,F,S,2,+0014578.80000000,Y,+0000060.93333300,+00011.,+00000.,+00095.,0,Auto,Budget,Standard,+00107.,1,T
Adult,2135,F,M,2,+0087578.20000000,Y,+0000053.36666700,+00000.,+00000.,+00022.,0,CC,Budget,Standard,+00022.,2,F
Adult,2140,F,M,0,+0083287.00000000,N,+0000041.00000000,+00029.,+00000.,+00090.,4,Auto,FreeLocal,Intnl_discount,+00119.,1,F
Adult,2144,M,M,2,+0030665.20000000,Y,+0000022.88000000,+00005.,+00008.,+00063.,0,Auto,FreeLocal,Standard,+00077.,1,F
Adult,2148,F,M,1,+0095620.30000000,Y,+0000043.00000000,+00010.,+00000.,+00093.,0,CC,Budget,Standard,+00104.,1,F
Adult,2149,F,S,0,+0085275.00000000,N,+0000047.00000000,+00022.,+00000.,+00151.,0,Auto,FreeLocal,Intnl_discount,+00174.,1,F
Adult,2150,F,M,1,+0066921.40000000,Y,+0000062.00000000,+00015.,+00000.,+00008.,0,CC,FreeLocal,Intnl_discount,+00024.,1,F
Adult,2151,F,M,1,+0098453.60000000,Y,+0000041.00000000,+00013.,+00000.,+00011.,0,Auto,FreeLocal,Standard,+00025.,3,F
Adult,2155,M,M,2,+0047639.10000000,N,+0000048.00000000,+00017.,+00000.,+00039.,0,CC,Budget,Intnl_discount,+00057.,1,F
Adult,2165,F,S,1,+0000540.40000000,Y,+0000039.21333300,+00012.,+00000.,+00007.,0,Auto,Budget,Intnl_discount,+00020.,2,T
Adult,2169,F,S,2,+0011251.10000000,Y,+0000052.64666700,+00028.,+00000.,+00113.,0,CC,FreeLocal,Standard,+00141.,4,T
Adult,2181,M,S,2,+0060095.20000000,Y,+0000023.31333300,+00001.,+00000.,+00116.,0,Auto,Budget,Standard,+00117.,2,F
Adult,2184,M,M,0,+0012387.60000000,N,+0000056.17333300,+00000.,+00000.,+00065.,0,Auto,FreeLocal,Standard,+00093.,2,F
Adult,2185,F,M,1,+0082931.30000000,N,+0000064.64000000,+00019.,+00000.,+00118.,0,Auto,FreeLocal,Standard,+00137.,4,F
Adult,2186,F,M,2,+0057483.90000000,N,+0000044.02666700,+00017.,+00000.,+00027.,0,CH,Budget,Standard,+00044.,3,F
Adult,2191,F,M,2,+0036725.10000000,N,+0000055.79333300,+00008.,+00009.,+00077.,0,CH,Budget,Standard,+00094.,4,F
Adult,2195,M,S,1,+0094188.30000000,N,+0000057.54666700,+00020.,+00000.,+00019.,0,CC,Budget,Standard,+00041.,4,T
Adult,2198,F,M,2,+0091861.00000000,Y,+0000041.98000000,+00015.,+00000.,+00006.,0,CC,Budget,Standard,+00022.,4,F
Child,2207,M,S,0,+0015924.20000000,N,+0000014.46000000,+00000.,+00000.,+00001.,0,CH,FreeLocal,Standard,+00001.,2,F
Child,2215,M,M,2,+0078554.20000000,N,+0000016.70000000,+00005.,+00007.,+00023.,0,Auto,Budget,Standard,+00035.,3,F
Adult,2793,F,S,0,+0042760.50000000,N,+0000062.00000000,+00013.,+00000.,+00040.,0,CC,Budget,Standard,+00053.,3,F
Adult,2221,F,M,2,+0098003.70000000,Y,+0000026.27333300,+00001.,+00000.,+00083.,0,CC,FreeLocal,Intnl_discount,+00084.,4,F
Adult,2222,M,S,0,+0089142.70000000,N,+0000053.69333300,+00003.,+00008.,+00005.,0,CC,Budget,Intnl_discount,+00016.,3,T
Adult,2230,F,M,2,+0076289.20000000,N,+0000048.20666700,+00022.,+00000.,+00082.,0,CC,Budget,Intnl_discount,+00104.,4,F
Adult,2232,M,M,1,+0066931.90000000,N,+0000063.93333300,+00011.,+00000.,+00005.,0,CC,Budget,Standard,+00017.,1,T
Adult,2233,M,M,2,+0009309.57000000,Y,+0000025.44000000,+00008.,+00000.,+00099.,0,CC,FreeLocal,Standard,+00108.,1,F
Adult,2234,F,M,1,+0032962.60000000,N,+0000023.00000000,+00059.,+00000.,+00026.,0,Auto,FreeLocal,Intnl_discount,+00048.,1,T
Adult,2235,F,S,0,+0042000.00000000,N,+0000024.00000000,+00043.,+00000.,+00154.,0,CC,Budget,Intnl_discount,+00168.,4,T
Adult,2236,F,S,0,+0043000.00000000,N,+0000021.00000000,+00042.,+00000.,+00061.,0,CC,Budget,Standard,+00065.,3,T
Adult,2237,F,S,2,+0042000.00000000,N,+0000022.00000000,+00045.,+00000.,+00035.,0,Auto,Budget,Standard,+00041.,3,T
Adult,2238,F,S,0,+0077726.40000000,N,+0000056.72000000,+00014.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00023.,2,F
Adult,2240,F,S,1,+0002800.68000000,N,+0000045.67333300,+00028.,+00000.,+00106.,0,CC,Budget,Standard,+00134.,4,T
Adult,2251,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,2,T
Adult,2254,M,S,0,+0062705.90000000,Y,+0000033.00000000,+00007.,+00000.,+00006.,0,CC,FreeLocal,Intnl_discount,+00033.,2,F
Adult,2255,M,S,0,+0080221.20000000,N,+0000029.02666700,+00000.,+00000.,+00049.,0,Auto,FreeLocal,Standard,+00050.,2,F
Adult,2259,F,S,0,+0064319.20000000,N,+0000041.22666700,+00003.,+00000.,+00037.,0,CH,Budget,Intnl_discount,+00040.,1,T
Adult,2260,F,S,1,+0073338.00000000,N,+0000048.24666700,+00020.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00029.,4,F
Adult,2262,F,M,2,+0016962.20000000,N,+0000045.36000000,+00018.,+00000.,+00008.,0,CC,Budget,Standard,+00027.,1,F
Adult,2273,F,M,0,+0055221.00000000,N,+0000055.00000000,+00000.,+00000.,+00015.,0,CC,FreeLocal,Standard,+00015.,1,F
Adult,2275,M,M,1,+0095448.60000000,Y,+0000053.68000000,+00024.,+00000.,+00005.,0,CH,Budget,Standard,+00029.,4,F
Adult,2277,M,S,2,+0063152.60000000,Y,+0000063.17333300,+00029.,+00000.,+00040.,0,CC,Budget,Intnl_discount,+00070.,3,F
Adult,2280,F,S,0,+0042760.50000000,N,+0000042.00000000,+00013.,+00000.,+00040.,0,CC,Budget,Standard,+00053.,2,F
Adult,2281,F,S,1,+0049072.00000000,N,+0000043.00000000,+00023.,+00000.,+00010.,0,Auto,Budget,Intnl_discount,+00034.,3,F
Adult,2285,M,M,0,+0071472.90000000,N,+0000041.91333300,+00016.,+00000.,+00114.,0,CH,Budget,Standard,+00130.,3,T
Adult,2287,F,S,0,+0095786.80000000,Y,+0000047.00000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00108.,3,F
Adult,2289,M,S,0,+0090321.60000000,N,+0000055.11333300,+00000.,+00000.,+00011.,0,CH,FreeLocal,Intnl_discount,+00012.,4,T
Adult,2290,M,S,0,+0090478.60000000,N,+0000054.55333300,+00018.,+00000.,+00136.,0,CC,FreeLocal,Standard,+00154.,3,T
Adult,2294,F,S,1,+0032098.00000000,N,+0000024.39333300,+00023.,+00000.,+00206.,0,CC,Budget,Intnl_discount,+00229.,1,T
Adult,2300,M,M,2,+0053010.80000000,N,+0000018.84000000,+00012.,+00000.,+00046.,4,CC,FreeLocal,Standard,+00058.,1,F
Adult,2306,M,M,2,+0020078.00000000,N,+0000032.84666700,+00009.,+00000.,+00006.,0,CC,Budget,Intnl_discount,+00015.,1,F
Adult,2307,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,3,F
Adult,2315,F,S,1,+0013576.50000000,N,+0000039.42666700,+00014.,+00000.,+00025.,0,CC,Budget,Standard,+00040.,1,T
Adult,2328,F,S,2,+0021021.60000000,Y,+0000062.75333300,+00003.,+00000.,+00011.,0,CC,Budget,Standard,+00014.,3,T
Adult,2334,M,M,1,+0013091.60000000,N,+0000059.12666700,+00022.,+00000.,+00020.,0,CC,Budget,Intnl_discount,+00043.,4,F
Adult,2337,F,M,2,+0062061.80000000,Y,+0000045.92000000,+00029.,+00000.,+00052.,0,Auto,FreeLocal,Standard,+00082.,2,F
Adult,2342,F,S,2,+0019131.10000000,N,+0000056.18666700,+00022.,+00000.,+00034.,0,Auto,Budget,Standard,+00057.,3,T
Adult,2351,F,S,1,+0013109.10000000,N,+0000062.60666700,+00022.,+00000.,+00040.,0,Auto,Budget,Standard,+00062.,2,T
Adult,2352,M,S,1,+0092647.50000000,N,+0000056.04666700,+00016.,+00005.,+00010.,0,CC,Budget,Standard,+00032.,1,T
Adult,2353,F,S,2,+0021021.60000000,Y,+0000062.75333300,+00003.,+00000.,+00011.,0,CC,Budget,Standard,+00014.,4,T
Adult,2354,M,S,0,+0074460.70000000,Y,+0000055.34000000,+00025.,+00000.,+00179.,0,CC,FreeLocal,Standard,+00206.,3,T
Adult,2356,F,S,2,+0028787.40000000,N,+0000041.66666700,+00027.,+00000.,+00058.,0,Auto,Budget,Standard,+00086.,4,T
Adult,2362,F,M,2,+0062061.80000000,Y,+0000045.92000000,+00029.,+00000.,+00052.,0,Auto,FreeLocal,Standard,+00082.,4,F
Adult,2367,F,S,2,+0019131.10000000,N,+0000056.18666700,+00022.,+00000.,+00034.,0,Auto,Budget,Standard,+00057.,4,T
Adult,2371,F,S,2,+0006440.46000000,Y,+0000041.00000000,+00022.,+00000.,+00027.,0,CH,Budget,Standard,+00049.,4,F
Adult,2372,M,M,1,+0063900.90000000,N,+0000028.33333300,+00008.,+00000.,+00039.,0,CC,Budget,Standard,+00047.,2,F
Adult,2383,F,S,0,+0073228.30000000,N,+0000043.00000000,+00022.,+00000.,+00028.,0,Auto,Budget,Standard,+00050.,2,F
Adult,2386,M,M,1,+0064792.30000000,N,+0000052.14666700,+00013.,+00001.,+00036.,0,CH,FreeLocal,Standard,+00051.,4,T
Adult,2388,F,S,0,+0093322.10000000,Y,+0000040.31333300,+00029.,+00000.,+00008.,0,CH,Budget,Intnl_discount,+00038.,1,T
Child,2393,F,M,2,+0055860.00000000,Y,+0000014.57333300,+00016.,+00000.,+00010.,0,CC,FreeLocal,Intnl_discount,+00026.,1,F
Adult,2404,F,M,2,+0087578.20000000,Y,+0000053.36666700,+00000.,+00000.,+00022.,0,CC,Budget,Standard,+00022.,3,F
Child,2405,F,M,2,+0086695.40000000,N,+0000013.90666700,+00025.,+00000.,+00032.,0,CC,FreeLocal,Standard,+00058.,1,F
Adult,2409,F,M,0,+0077000.00000000,N,+0000042.00000000,+00029.,+00000.,+00090.,4,Auto,FreeLocal,Intnl_discount,+00119.,2,F
Adult,2413,M,M,2,+0030665.20000000,Y,+0000022.88000000,+00005.,+00008.,+00063.,0,Auto,FreeLocal,Standard,+00077.,1,F
Adult,2416,M,M,1,+0065619.70000000,Y,+0000052.64666700,+00013.,+00000.,+00144.,0,CC,Budget,Standard,+00158.,2,T
Adult,2419,F,M,1,+0066921.40000000,Y,+0000070.00000000,+00015.,+00000.,+00008.,0,CC,FreeLocal,Intnl_discount,+00024.,4,F
Adult,2420,F,M,1,+0098453.60000000,Y,+0000061.00000000,+00013.,+00000.,+00011.,0,Auto,FreeLocal,Standard,+00025.,2,F
Adult,2423,M,M,0,+0070000.00000000,N,+0000055.00000000,+00003.,+00003.,+00026.,1,CH,FreeLocal,Standard,+00034.,1,T
Adult,2424,M,M,2,+0047639.10000000,N,+0000041.00000000,+00017.,+00000.,+00039.,0,CC,Budget,Intnl_discount,+00057.,2,F
Adult,2427,F,S,0,+0039461.00000000,N,+0000022.22666700,+00022.,+00000.,+00103.,1,CC,FreeLocal,Standard,+00126.,1,T
Adult,2434,F,S,1,+0000540.40000000,Y,+0000039.21333300,+00012.,+00000.,+00007.,0,Auto,Budget,Intnl_discount,+00020.,2,T
Adult,2444,F,D,1,+0093454.30000000,Y,+0000048.53333300,+00018.,+00000.,+00025.,0,Auto,FreeLocal,Standard,+00044.,4,F
Child,2445,M,M,0,+0005745.00000000,Y,+0000015.38000000,+00026.,+00000.,+00017.,0,CC,FreeLocal,Standard,+00044.,1,T
Adult,2454,F,M,1,+0082931.30000000,N,+0000064.64000000,+00019.,+00000.,+00118.,0,Auto,FreeLocal,Standard,+00137.,1,F
Adult,2455,F,M,2,+0057483.90000000,N,+0000044.02666700,+00017.,+00000.,+00027.,0,CH,Budget,Standard,+00044.,3,F
Adult,2457,F,S,2,+0021274.00000000,N,+0000045.52666700,+00010.,+00000.,+00032.,0,Auto,FreeLocal,Standard,+00043.,3,T
Adult,2460,F,M,2,+0036725.10000000,N,+0000055.79333300,+00008.,+00009.,+00077.,0,CH,Budget,Standard,+00094.,2,F
Adult,2467,F,M,2,+0091861.00000000,Y,+0000041.98000000,+00015.,+00000.,+00006.,0,CC,Budget,Standard,+00022.,3,F
Adult,2474,F,M,2,+0030998.80000000,N,+0000040.96000000,+00002.,+00000.,+00050.,0,Auto,Budget,Standard,+00052.,4,F
Adult,2480,M,M,2,+0021416.50000000,N,+0000035.65333300,+00009.,+00009.,+00008.,0,CC,FreeLocal,Intnl_discount,+00027.,3,F
Child,2484,M,S,0,+0078554.20000000,N,+0000016.70000000,+00005.,+00007.,+00023.,0,Auto,Budget,Standard,+00035.,2,F
Adult,2485,F,M,2,+0038215.90000000,N,+0000030.88666700,+00000.,+00000.,+00000.,0,Auto,Budget,Standard,+00000.,2,F
Adult,2491,M,S,0,+0089142.70000000,N,+0000053.69333300,+00003.,+00008.,+00005.,0,CC,Budget,Intnl_discount,+00016.,3,T
Adult,2499,F,M,2,+0076289.20000000,N,+0000048.20666700,+00022.,+00000.,+00082.,0,CC,Budget,Intnl_discount,+00104.,3,F
Adult,2505,F,S,0,+0039000.00000000,N,+0000022.00000000,+00059.,+00000.,+00061.,0,CC,Budget,Standard,+00065.,1,T
Adult,2506,F,S,2,+0042000.00000000,N,+0000020.00000000,+00043.,+00000.,+00035.,0,Auto,Budget,Standard,+00041.,1,T
Adult,2508,F,S,2,+0035089.00000000,N,+0000018.00000000,+00042.,+00002.,+00038.,0,CC,FreeLocal,Standard,+00062.,3,T
Adult,2509,F,S,1,+0002800.68000000,N,+0000045.67333300,+00028.,+00000.,+00106.,0,CC,Budget,Standard,+00134.,1,T
Adult,2516,F,M,2,+0064816.60000000,Y,+0000031.12666700,+00021.,+00000.,+00006.,0,CC,Budget,Standard,+00027.,4,F
Adult,2526,M,S,1,+0084978.10000000,N,+0000021.64000000,+00005.,+00007.,+00076.,0,CH,FreeLocal,Intnl_discount,+00088.,2,F
Adult,2527,F,M,2,+0036647.90000000,N,+0000049.98666700,+00021.,+00000.,+00085.,0,CC,Budget,Intnl_discount,+00107.,4,F
Adult,2528,F,S,0,+0064319.20000000,N,+0000041.22666700,+00003.,+00000.,+00037.,0,CH,Budget,Intnl_discount,+00040.,1,T
Adult,2531,F,M,2,+0016962.20000000,N,+0000045.36000000,+00018.,+00000.,+00008.,0,CC,Budget,Standard,+00027.,2,F
Adult,2533,M,M,2,+0010708.30000000,N,+0000026.02666700,+00020.,+00004.,+00117.,0,CH,Budget,Intnl_discount,+00142.,2,F
Adult,2539,F,S,2,+0016938.50000000,N,+0000042.00000000,+00013.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00022.,4,F
Adult,2542,F,M,0,+0055221.00000000,N,+0000046.00000000,+00000.,+00000.,+00015.,0,CC,FreeLocal,Standard,+00015.,4,F
Adult,2543,F,M,1,+0008073.11000000,N,+0000047.00000000,+00028.,+00000.,+00060.,0,Auto,FreeLocal,Standard,+00089.,4,F
Child,2545,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,4,T
Adult,2548,M,S,2,+0072084.70000000,N,+0000055.64000000,+00029.,+00000.,+00009.,0,CC,Budget,Intnl_discount,+00038.,1,F
Adult,2550,F,S,1,+0049072.00000000,N,+0000052.64666700,+00023.,+00000.,+00010.,0,Auto,Budget,Intnl_discount,+00034.,2,F
Adult,2556,F,S,0,+0095786.80000000,Y,+0000041.00000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00108.,2,F
Child,2577,M,M,1,+0007545.96000000,Y,+0000016.75333300,+00022.,+00000.,+00178.,0,CC,Budget,Standard,+00200.,2,T
Adult,2581,M,S,2,+0089459.90000000,N,+0000053.28000000,+00011.,+00001.,+00022.,0,CC,FreeLocal,Standard,+00036.,4,T
Adult,2584,F,S,1,+0013576.50000000,N,+0000039.42666700,+00014.,+00000.,+00025.,0,CC,Budget,Standard,+00040.,3,T
Adult,2595,F,S,1,+0013109.10000000,N,+0000062.60666700,+00022.,+00000.,+00040.,0,Auto,Budget,Standard,+00062.,3,T
Adult,2596,M,S,1,+0092647.50000000,N,+0000056.04666700,+00016.,+00005.,+00010.,0,CC,Budget,Standard,+00032.,4,T
Adult,2600,F,S,2,+0028787.40000000,N,+0000041.66666700,+00027.,+00000.,+00058.,0,Auto,Budget,Standard,+00086.,4,T
Adult,2601,F,S,1,+0094278.70000000,Y,+0000053.12000000,+00026.,+00000.,+00009.,0,CC,FreeLocal,Standard,+00036.,1,F
